ID_reporte,fecha_reporte,ID_clima,id_producto,ID_finca,PH,Tipo_cafe,ubicacion,hectarias,Humedad,Temperatura,Fecha_clima
8643,2025-05-06,202,1,104,5.8,Excelsa,Antioquia,15,,25.4,2025-05-06
7164,2025-05-17,204,1,105,5.6,Excelsa,Nariño,10,84.0,23.7,2025-05-17
2495,2025-05-22,201,1,102,5.4,Excelsa,Tolima,7,90.0,-5.0,2025-05-22
8696,2025-05-25,204,1,104,6.1,Desconocido,Nariño,7,,23.8,2025-05-25
8094,2025-05-22,203,1,104,6.2,Arábica,Nariño,15,77.0,19.6,2025-05-22
2409,2025-05-22,201,4,101,5.8,Liberica,Huila,14,64.0,21.0,2025-05-22
7691,2025-05-22,204,2,104,5.3,Robusta,Caldas,8,89.0,26.7,2025-05-22
4401,2025-05-15,203,1,101,6.5,Robusta,Tolima,19,,22.8,2025-05-15
1109,2025-05-18,201,4,103,5.1,Arábica,Caldas,5,77.0,21.8,2025-05-18
6636,2025-05-25,201,4,103,6.5,Excelsa,Huila,20,94.0,18.7,2025-05-25
9482,2025-05-16,201,2,101,,Arábica,Caldas,6,63.0,26.1,2025-05-16
7604,2025-05-15,204,4,105,6.8,Arábica,Caldas,7,89.0,23.1,2025-05-15
2091,2025-05-27,201,4,102,6.1,Excelsa,Nariño,6,72.0,24.1,2025-05-27
6560,2025-05-22,204,1,103,6.8,Liberica,Huila,6,80.0,28.4,2025-05-22
10412,2025-05-10,204,3,104,5.8,Arábica,Antioquia,11,76.0,24.4,2025-05-10
9143,2025-05-02,203,4,102,6.4,Liberica,Tolima,19,78.0,25.9,2025-05-02
9664,2025-05-27,204,4,103,6.8,Liberica,Caldas,13,92.0,20.6,2025-05-27
7596,2025-05-17,204,4,102,5.8,Robusta,Antioquia,6,76.0,23.6,2025-05-17
1624,2025-05-06,201,3,103,5.8,Arábica,Tolima,13,,28.3,2025-05-06
7871,2025-05-28,201,3,105,6.5,Robusta,Nariño,10,71.0,28.0,2025-05-28
5814,2025-05-27,201,1,103,5.8,Arábica,Antioquia,18,87.0,30.0,2025-05-27
7553,2025-05-29,204,1,105,7.0,Excelsa,Tolima,20,89.0,26.7,2025-05-29
8530,2025-05-25,203,3,102,6.3,Liberica,Tolima,8,86.0,,2025-05-25
6796,2025-05-21,202,2,102,6.6,Robusta,Nariño,8,,21.1,2025-05-21
8437,2025-05-09,203,3,103,5.1,Robusta,Antioquia,14,78.0,29.3,2025-05-09
5218,2025-05-29,204,4,101,5.4,Arábica,Nariño,5,,28.6,2025-05-29
6941,2025-05-31,201,3,103,5.4,Excelsa,Huila,11,93.0,24.9,2025-05-31
9501,2025-05-05,204,4,101,6.8,Excelsa,Tolima,10,93.0,23.7,2025-05-05
7429,2025-05-11,204,4,104,,Robusta,Caldas,5,82.0,28.1,2025-05-11
7827,2025-05-31,202,3,102,7.0,Excelsa,Antioquia,10,80.0,21.2,2025-05-31
5131,2025-05-28,204,1,102,5.3,Robusta,Tolima,11,71.0,22.0,2025-05-28
8802,2025-05-10,202,4,103,6.5,Arábica,Caldas,20,91.0,27.0,2025-05-10
8754,2025-05-06,202,4,101,6.1,Liberica,Huila,10,85.0,23.0,2025-05-06
5722,2025-05-01,202,2,104,5.7,Robusta,Tolima,18,82.0,23.4,2025-05-01
2651,2025-05-04,202,4,104,5.1,Arábica,Nariño,20,80.0,21.4,2025-05-04
5141,2025-05-26,202,4,102,6.6,Excelsa,Nariño,18,70.0,26.2,2025-05-26
2618,2025-05-05,203,1,103,6.3,Liberica,Caldas,10,,18.3,2025-05-05
3030,2025-05-14,202,2,103,6.3,Arábica,Caldas,12,90.0,18.4,2025-05-14
9518,2025-05-08,203,1,103,6.6,Arábica,Tolima,15,89.0,21.1,2025-05-08
5576,2025-05-29,202,2,104,5.9,Robusta,Nariño,8,82.0,29.8,2025-05-29
4993,2025-05-18,204,1,102,6.1,Arábica,Caldas,18,91.0,24.9,2025-05-18
8377,2025-05-29,204,2,104,5.6,Robusta,Huila,9,73.0,26.9,2025-05-29
7150,2025-05-24,203,3,104,5.3,Arábica,Caldas,12,68.0,19.9,2025-05-24
5909,2025-05-22,203,2,104,6.4,Excelsa,??,13,70.0,24.8,2025-05-22
6027,2025-05-04,204,2,104,6.2,Liberica,Nariño,16,87.0,25.1,2025-05-04
9261,2025-05-07,202,3,101,,Robusta,Huila,6,78.0,,2025-05-07
5732,2025-05-22,203,2,101,6.2,Liberica,Antioquia,13,71.0,27.5,2025-05-22
8549,2025-05-21,202,2,101,6.6,Excelsa,Tolima,17,77.0,25.1,2025-05-21
9135,2025-05-09,201,1,105,6.9,Excelsa,Nariño,10,83.0,18.4,2025-05-09
2607,2025-05-31,204,4,101,6.1,Robusta,Nariño,14,72.0,27.7,2025-05-31
5774,2025-05-03,202,4,102,6.8,Robusta,Nariño,15,67.0,18.0,2025-05-03
9110,2025-05-13,201,4,105,6.2,Excelsa,Nariño,9,88.0,28.4,2025-05-13
7952,2025-05-01,203,4,101,6.5,Robusta,Tolima,16,71.0,21.2,2025-05-01
7005,2025-05-21,203,2,104,5.1,Arábica,Antioquia,17,78.0,24.4,2025-05-21
8729,2025-05-11,204,2,102,5.9,Excelsa,Huila,19,84.0,27.6,2025-05-11
4542,2025-05-07,204,1,104,5.8,Robusta,Nariño,7,69.0,28.3,2025-05-07
1389,2025-05-04,201,4,105,5.1,Robusta,Tolima,15,,26.1,2025-05-04
2795,2025-05-20,202,1,104,6.6,Liberica,Nariño,13,90.0,21.7,2025-05-20
9732,2025-05-08,204,2,105,99.9,Excelsa,Antioquia,7,84.0,19.2,2025-05-08
5920,2025-05-02,204,1,105,6.4,Robusta,Tolima,19,62.0,27.4,2025-05-02
6538,2025-05-29,201,4,102,6.6,Liberica,Antioquia,10,73.0,19.2,2025-05-29
4873,2025-05-30,204,4,103,5.6,Arábica,Huila,12,68.0,28.5,2025-05-30
9869,2025-05-18,202,3,103,5.4,Arábica,Huila,14,81.0,18.4,2025-05-18
3255,2025-05-07,204,2,103,6.7,Liberica,Nariño,10,65.0,20.1,2025-05-07
4413,2025-05-28,201,3,104,6.1,Robusta,Huila,19,72.0,29.0,2025-05-28
6460,2025-05-25,204,4,101,5.7,Arábica,Caldas,19,91.0,,2025-05-25
5956,2025-05-09,201,2,104,5.9,Arábica,Nariño,11,73.0,,2025-05-09
8397,2025-05-15,204,2,104,6.4,Arábica,Antioquia,13,80.0,26.5,2025-05-15
6415,2025-05-21,204,1,103,6.2,Excelsa,Caldas,15,72.0,23.9,2025-05-21
8400,2025-05-12,202,2,105,6.8,Excelsa,Nariño,20,87.0,29.2,2025-05-12
8415,2025-05-30,201,2,104,,Robusta,Huila,20,,21.8,2025-05-30
10101,2025-05-05,201,1,101,5.1,Robusta,Antioquia,20,60.0,22.0,2025-05-05
5852,2025-05-18,203,4,101,6.1,Excelsa,Antioquia,14,78.0,,2025-05-18
3026,2025-05-22,201,1,103,,Arábica,Caldas,13,66.0,21.9,2025-05-22
3616,2025-05-13,201,3,101,5.6,Liberica,Tolima,12,85.0,29.6,2025-05-13
8389,2025-05-21,203,4,103,6.4,Excelsa,Huila,13,60.0,26.7,2025-05-21
3927,2025-05-31,202,2,101,7.0,Excelsa,Nariño,16,64.0,18.9,2025-05-31
2122,2025-05-03,202,1,103,5.9,Arábica,Huila,14,66.0,20.2,2025-05-03
3911,2025-05-31,201,3,105,5.2,Liberica,Tolima,5,75.0,25.8,2025-05-31
9147,2025-05-11,203,1,103,5.4,Excelsa,Huila,16,60.0,29.2,2025-05-11
8384,2025-05-10,202,3,102,5.7,Liberica,Nariño,5,71.0,25.7,2025-05-10
4483,2025-05-17,202,1,104,5.7,Robusta,Nariño,15,74.0,23.9,2025-05-17
1796,2025-05-03,201,3,104,5.7,Arábica,Caldas,18,79.0,18.5,2025-05-03
2576,2025-05-13,204,3,105,5.4,Liberica,Nariño,18,94.0,27.5,2025-05-13
7177,2025-05-22,204,1,105,5.3,Liberica,Huila,11,,,2025-05-22
7267,2025-05-08,203,3,104,6.2,Arábica,Antioquia,10,64.0,21.2,2025-05-08
3459,2025-05-20,203,3,101,5.4,Liberica,Antioquia,9,87.0,21.7,2025-05-20
4313,2025-05-12,201,3,104,5.6,Arábica,Huila,10,73.0,28.3,2025-05-12
2254,2025-05-03,201,4,103,5.2,Liberica,Antioquia,14,88.0,21.3,2025-05-03
7835,2025-05-29,201,3,103,6.9,Desconocido,Nariño,6,93.0,29.4,2025-05-29
9795,2025-05-17,201,1,103,6.2,Arábica,Antioquia,17,94.0,18.5,2025-05-17
4838,2025-05-25,204,3,103,,Liberica,Caldas,13,,23.5,2025-05-25
5399,2025-05-13,201,2,104,5.2,Excelsa,Nariño,12,78.0,23.6,2025-05-13
4596,2025-05-12,204,3,105,5.8,Excelsa,Tolima,5,85.0,,2025-05-12
7622,2025-05-12,204,3,104,6.2,Robusta,Caldas,20,65.0,30.0,2025-05-12
9383,2025-05-25,202,3,102,6.0,Excelsa,Huila,16,74.0,29.9,2025-05-25
3125,2025-05-04,201,2,102,5.6,Liberica,Caldas,17,91.0,20.5,2025-05-04
4239,2025-05-20,203,2,103,5.1,Arábica,Antioquia,11,89.0,26.3,2025-05-20
6404,2025-05-31,202,2,104,5.2,Excelsa,Nariño,8,90.0,21.1,2025-05-31
6999,2025-05-22,202,2,101,5.1,Liberica,Caldas,14,67.0,19.4,2025-05-22
6939,2025-05-01,204,1,104,6.4,Robusta,Antioquia,5,85.0,18.7,2025-05-01
3046,2025-05-04,203,4,102,,Liberica,Caldas,9,77.0,23.1,2025-05-04
2579,2025-05-08,202,2,105,5.8,Excelsa,Tolima,5,85.0,20.2,2025-05-08
1015,2025-05-17,204,3,102,5.4,Liberica,Huila,17,61.0,26.7,2025-05-17
3674,2025-05-23,203,3,105,,Liberica,Huila,16,95.0,19.1,2025-05-23
8017,2025-05-26,202,1,104,5.6,Excelsa,Antioquia,7,93.0,24.0,2025-05-26
9721,2025-05-07,203,3,105,5.2,Liberica,Caldas,5,68.0,,2025-05-07
9850,2025-05-21,201,1,101,6.8,Robusta,Antioquia,18,81.0,18.1,2025-05-21
5813,2025-05-28,203,1,101,5.8,Liberica,Tolima,13,95.0,21.8,2025-05-28
2085,2025-05-23,201,3,102,6.8,Arábica,Caldas,17,91.0,25.2,2025-05-23
5984,2025-05-02,202,4,105,5.8,Excelsa,Huila,19,72.0,24.8,2025-05-02
8156,2025-05-01,204,2,101,5.6,Excelsa,Antioquia,19,81.0,,2025-05-01
3885,2025-05-04,204,4,103,6.9,Arábica,Antioquia,14,80.0,23.2,2025-05-04
1334,2025-05-12,203,1,104,6.8,Excelsa,Nariño,17,85.0,19.5,2025-05-12
8205,2025-05-27,202,1,101,6.4,Arábica,Caldas,9,89.0,28.6,2025-05-27
5368,2025-05-27,201,1,105,5.9,Liberica,Huila,19,92.0,21.0,2025-05-27
4080,2025-05-01,204,4,102,5.9,Excelsa,Tolima,13,92.0,27.0,2025-05-01
8204,2025-05-20,202,3,103,6.6,Excelsa,??,9,61.0,18.4,2025-05-20
10910,2025-05-11,203,4,101,5.3,Robusta,Caldas,7,94.0,22.8,2025-05-11
9865,2025-05-29,203,2,103,5.7,Excelsa,Huila,13,85.0,26.3,2025-05-29
1264,2025-05-14,201,2,102,,Arábica,Nariño,20,80.0,21.1,2025-05-14
5338,2025-05-26,203,2,103,5.2,Liberica,Huila,17,78.0,19.8,2025-05-26
9896,2025-05-11,204,2,102,6.2,Arábica,Tolima,7,77.0,21.0,2025-05-11
9448,2025-05-29,203,2,102,6.2,Arábica,Antioquia,6,63.0,27.0,2025-05-29
6904,2025-05-19,201,3,103,5.7,Excelsa,Antioquia,12,88.0,29.0,2025-05-19
2499,2025-05-28,201,1,104,5.8,Arábica,Huila,15,78.0,24.4,2025-05-28
5191,2025-05-31,202,1,103,6.2,Excelsa,Nariño,11,83.0,20.1,2025-05-31
8486,2025-05-21,201,3,102,5.8,Excelsa,Tolima,20,77.0,20.3,2025-05-21
10644,2025-05-20,202,3,104,5.1,Liberica,Antioquia,15,86.0,29.7,2025-05-20
9311,2025-05-17,202,1,103,5.9,Arábica,Caldas,13,91.0,22.8,2025-05-17
8591,2025-05-27,203,1,101,5.6,Arábica,Caldas,14,62.0,20.8,2025-05-27
1501,2025-05-19,201,1,103,6.6,Robusta,Huila,5,65.0,18.1,2025-05-19
10156,2025-05-13,203,4,105,5.7,Robusta,Nariño,12,67.0,21.1,2025-05-13
10415,2025-05-06,202,2,101,5.7,Arábica,Antioquia,7,94.0,19.2,2025-05-06
4096,2025-05-27,202,2,101,,Arábica,Nariño,6,65.0,28.0,2025-05-27
5632,2025-05-17,202,4,102,5.9,Arábica,Huila,6,75.0,28.4,2025-05-17
1368,2025-05-18,202,4,105,5.4,Robusta,Antioquia,17,60.0,19.5,2025-05-18
5059,2025-05-24,202,4,103,7.0,Excelsa,Caldas,20,81.0,26.5,2025-05-24
9175,2025-05-11,201,2,102,5.0,Robusta,Caldas,7,94.0,18.9,2025-05-11
5631,2025-05-02,201,2,102,5.3,Robusta,Antioquia,9,84.0,24.9,2025-05-02
7071,2025-05-28,201,4,104,5.1,Arábica,Tolima,15,80.0,28.0,2025-05-28
3665,2025-05-04,201,1,103,5.4,Excelsa,Huila,16,92.0,24.0,2025-05-04
2027,2025-05-07,203,1,104,6.5,Arábica,Caldas,19,64.0,27.8,2025-05-07
6909,2025-05-25,201,1,101,6.1,Arábica,Nariño,5,,27.8,2025-05-25
6051,2025-05-09,203,2,105,6.9,Arábica,Antioquia,18,64.0,18.5,2025-05-09
7329,2025-05-06,202,4,103,5.4,Desconocido,Nariño,7,90.0,26.5,2025-05-06
10734,2025-05-02,204,4,103,6.3,Arábica,Caldas,17,72.0,27.5,2025-05-02
2692,2025-05-24,203,4,102,5.1,Liberica,Huila,17,90.0,25.0,2025-05-24
1674,2025-05-08,201,2,104,5.1,Robusta,Nariño,20,75.0,26.3,2025-05-08
6573,2025-05-25,204,3,105,6.1,Excelsa,Antioquia,9,70.0,22.2,2025-05-25
6767,2025-05-06,201,3,105,6.2,Robusta,Antioquia,12,83.0,20.2,2025-05-06
6157,2025-05-29,204,3,103,5.7,Arábica,Antioquia,15,74.0,22.2,2025-05-29
1734,2025-05-09,202,4,101,6.6,Desconocido,Huila,13,67.0,21.0,2025-05-09
4527,2025-05-19,202,4,105,6.7,Robusta,Huila,6,95.0,-5.0,2025-05-19
1569,2025-05-27,204,4,104,5.1,Arábica,Antioquia,15,82.0,24.4,2025-05-27
10188,2025-05-24,204,3,102,5.6,Arábica,Huila,20,65.0,21.7,2025-05-24
3923,2025-05-05,204,2,103,5.5,Liberica,Tolima,18,62.0,20.5,2025-05-05
8912,2025-05-30,201,4,103,5.7,Robusta,Caldas,9,61.0,19.7,2025-05-30
2559,2025-05-20,201,1,104,5.3,Robusta,Tolima,8,67.0,24.4,2025-05-20
1102,2025-05-23,204,4,102,6.2,Excelsa,Huila,15,78.0,26.5,2025-05-23
4008,2025-05-31,203,4,104,6.3,Robusta,Nariño,10,74.0,29.3,2025-05-31
8202,2025-05-31,201,2,102,5.0,Excelsa,Huila,14,87.0,19.1,2025-05-31
1304,2025-05-22,201,4,103,5.8,Excelsa,Tolima,15,69.0,26.3,2025-05-22
1077,2025-05-05,204,2,102,5.2,Excelsa,Huila,16,71.0,25.1,2025-05-05
7755,2025-05-24,202,1,103,5.4,Excelsa,Huila,11,67.0,18.7,2025-05-24
9630,2025-05-01,202,3,105,5.6,Robusta,Nariño,9,82.0,28.7,2025-05-01
2209,2025-05-31,204,1,102,,Robusta,Tolima,10,87.0,22.8,2025-05-31
8743,2025-05-11,202,3,101,6.0,Liberica,Caldas,13,63.0,25.0,2025-05-11
9215,2025-05-28,204,3,102,5.8,Liberica,Huila,10,60.0,21.0,2025-05-28
9945,2025-05-14,201,4,105,5.3,Liberica,Nariño,11,78.0,28.2,2025-05-14
9414,2025-05-19,203,3,103,6.2,Robusta,Huila,15,65.0,19.9,2025-05-19
2776,2025-05-05,201,2,103,6.0,Robusta,Nariño,7,88.0,26.7,2025-05-05
4474,2025-05-11,201,4,103,99.9,Excelsa,Nariño,11,79.0,29.1,2025-05-11
1484,2025-05-19,204,4,102,5.5,Robusta,Caldas,20,69.0,,2025-05-19
3190,2025-05-02,201,2,101,6.5,Arábica,Antioquia,17,69.0,18.7,2025-05-02
1347,2025-05-31,201,4,102,6.4,Robusta,Tolima,8,73.0,28.0,2025-05-31
6482,2025-05-03,204,3,102,,Robusta,Antioquia,6,81.0,29.4,2025-05-03
9362,2025-05-19,204,2,102,,Excelsa,Caldas,5,68.0,27.1,2025-05-19
2473,2025-05-08,202,2,104,6.9,Robusta,Huila,14,73.0,26.8,2025-05-08
6101,2025-05-19,202,1,102,6.4,Liberica,Tolima,17,61.0,20.4,2025-05-19
7766,2025-05-12,203,4,103,5.2,Arábica,Nariño,19,60.0,24.4,2025-05-12
9707,2025-05-08,204,3,104,5.9,Arábica,Tolima,9,78.0,,2025-05-08
5930,2025-05-31,202,2,101,6.1,Robusta,Nariño,15,79.0,22.9,2025-05-31
7330,2025-05-02,202,1,102,6.1,Excelsa,Caldas,6,88.0,22.8,2025-05-02
3610,2025-05-23,204,4,102,6.1,Excelsa,Nariño,12,62.0,18.8,2025-05-23
1004,2025-05-29,201,4,101,5.6,Robusta,Nariño,8,79.0,20.5,2025-05-29
3214,2025-05-18,201,4,101,6.0,Robusta,Caldas,15,94.0,18.1,2025-05-18
5828,2025-05-11,202,2,105,6.1,Arábica,Antioquia,19,,21.5,2025-05-11
1857,2025-05-25,201,1,101,,Liberica,Nariño,20,81.0,25.5,2025-05-25
7978,2025-05-28,202,2,102,5.8,Liberica,Huila,14,78.0,18.9,2025-05-28
6886,2025-05-16,201,4,104,6.0,Arábica,Antioquia,10,64.0,22.2,2025-05-16
1625,2025-05-23,204,2,101,6.6,Liberica,Huila,12,62.0,-5.0,2025-05-23
1291,2025-05-31,201,3,102,5.8,Arábica,Tolima,5,61.0,,2025-05-31
3019,2025-05-11,202,4,105,5.3,Arábica,Nariño,14,93.0,23.4,2025-05-11
1669,2025-05-21,202,2,101,5.0,Arábica,Antioquia,16,89.0,23.5,2025-05-21
9922,2025-05-22,202,3,103,5.4,Arábica,Huila,9,,19.3,2025-05-22
9265,2025-05-14,203,1,103,5.5,Desconocido,Huila,19,62.0,26.4,2025-05-14
10697,2025-05-14,202,4,101,99.9,Robusta,Huila,14,67.0,25.5,2025-05-14
2632,2025-05-23,201,1,104,5.3,Robusta,Huila,13,61.0,28.0,2025-05-23
6171,2025-05-06,204,1,103,5.8,Liberica,Antioquia,18,87.0,24.4,2025-05-06
8206,2025-05-06,202,3,104,6.7,Liberica,Antioquia,9,80.0,26.4,2025-05-06
3523,2025-05-17,201,2,105,7.0,Arábica,Tolima,10,81.0,21.0,2025-05-17
3216,2025-05-28,204,2,105,5.1,Arábica,Nariño,8,,23.7,2025-05-28
7969,2025-05-10,201,3,101,6.1,Arábica,Antioquia,18,82.0,28.7,2025-05-10
7497,2025-05-17,203,2,101,5.9,Robusta,Tolima,14,61.0,26.9,2025-05-17
7214,2025-05-20,201,2,102,6.6,Robusta,Nariño,14,69.0,21.4,2025-05-20
8033,2025-05-26,201,1,103,6.4,Liberica,Huila,9,77.0,29.5,2025-05-26
8421,2025-05-22,201,3,101,7.0,Robusta,Caldas,7,92.0,28.6,2025-05-22
2108,2025-05-25,203,1,101,5.2,Robusta,Caldas,5,80.0,29.7,2025-05-25
1451,2025-05-28,202,3,101,6.3,Robusta,Tolima,8,73.0,22.1,2025-05-28
7290,2025-05-16,204,1,104,6.9,Liberica,Antioquia,19,75.0,19.7,2025-05-16
10967,2025-05-16,203,2,104,5.9,Arábica,Huila,8,72.0,22.3,2025-05-16
1136,2025-05-19,201,1,104,6.9,Arábica,Tolima,10,94.0,28.0,2025-05-19
2786,2025-05-14,201,4,104,6.6,Robusta,Caldas,16,60.0,28.3,2025-05-14
4405,2025-05-09,201,2,103,5.4,Robusta,Nariño,5,86.0,29.6,2025-05-09
3907,2025-05-01,201,2,102,5.1,Robusta,Caldas,14,83.0,18.3,2025-05-01
9305,2025-05-03,204,2,103,5.2,Excelsa,Antioquia,8,67.0,18.7,2025-05-03
8493,2025-05-21,201,4,103,6.5,Robusta,Huila,5,,,2025-05-21
7101,2025-05-02,202,4,101,6.0,Robusta,Tolima,6,71.0,25.1,2025-05-02
5505,2025-05-30,203,1,103,5.2,Arábica,Tolima,16,72.0,18.0,2025-05-30
6054,2025-05-14,203,1,105,6.7,Robusta,Antioquia,11,67.0,21.5,2025-05-14
6206,2025-05-22,203,3,104,5.5,Arábica,Antioquia,16,78.0,20.4,2025-05-22
5081,2025-05-25,202,1,103,5.3,Liberica,Tolima,16,80.0,18.6,2025-05-25
7919,2025-05-06,203,4,101,6.7,Robusta,Nariño,10,95.0,22.2,2025-05-06
7803,2025-05-20,201,4,101,5.2,Liberica,Tolima,7,83.0,,2025-05-20
6207,2025-05-14,203,4,104,6.2,Desconocido,Nariño,11,86.0,27.7,2025-05-14
1533,2025-05-24,202,1,101,5.3,Arábica,Nariño,15,84.0,21.9,2025-05-24
5831,2025-05-19,203,2,101,6.4,Excelsa,Antioquia,20,90.0,24.4,2025-05-19
5039,2025-05-23,203,3,102,6.3,Excelsa,Tolima,19,93.0,25.3,2025-05-23
5085,2025-05-14,201,2,102,5.6,Arábica,Nariño,9,80.0,23.1,2025-05-14
4205,2025-05-27,204,3,103,5.3,Arábica,Nariño,14,85.0,29.9,2025-05-27
8111,2025-05-17,201,1,103,6.1,Arábica,Tolima,20,90.0,24.9,2025-05-17
1331,2025-05-10,202,2,104,6.5,Liberica,Antioquia,7,80.0,24.3,2025-05-10
5958,2025-05-23,202,2,104,6.8,Robusta,Caldas,19,95.0,21.1,2025-05-23
4034,2025-05-19,203,4,104,,Robusta,Caldas,5,78.0,25.7,2025-05-19
8685,2025-05-21,202,3,101,5.8,Arábica,Nariño,18,67.0,,2025-05-21
2598,2025-05-18,203,4,101,6.1,Excelsa,Nariño,13,76.0,18.0,2025-05-18
10920,2025-05-29,203,1,103,6.7,Arábica,Antioquia,14,88.0,23.0,2025-05-29
4598,2025-05-30,202,1,105,5.9,Liberica,Antioquia,12,85.0,29.9,2025-05-30
10039,2025-05-30,201,4,105,5.3,Liberica,Nariño,18,79.0,,2025-05-30
9002,2025-05-30,203,1,101,5.4,Arábica,Tolima,9,93.0,25.3,2025-05-30
1591,2025-05-10,202,3,103,6.1,Excelsa,Huila,11,91.0,26.4,2025-05-10
1648,2025-05-24,202,2,103,7.0,Arábica,Nariño,16,,18.8,2025-05-24
10103,2025-05-30,204,1,101,5.3,Liberica,Caldas,5,64.0,24.0,2025-05-30
9016,2025-05-29,203,1,105,6.8,Arábica,Nariño,17,69.0,22.8,2025-05-29
4772,2025-05-07,204,1,105,5.5,Liberica,Antioquia,11,74.0,24.5,2025-05-07
10040,2025-05-31,202,1,105,6.9,Arábica,Tolima,12,74.0,23.8,2025-05-31
6083,2025-05-27,201,2,102,7.0,Arábica,Huila,19,77.0,23.9,2025-05-27
8883,2025-05-10,204,1,105,6.4,Arábica,Caldas,9,63.0,19.1,2025-05-10
10363,2025-05-10,201,1,104,6.0,Liberica,Antioquia,17,83.0,25.4,2025-05-10
5211,2025-05-04,203,3,104,7.0,Robusta,Antioquia,13,69.0,29.2,2025-05-04
9835,2025-05-20,203,3,103,5.3,Arábica,Caldas,20,68.0,26.7,2025-05-20
9700,2025-05-24,204,3,104,6.5,Liberica,Antioquia,5,87.0,19.0,2025-05-24
2796,2025-05-21,201,4,103,5.3,Robusta,Antioquia,11,66.0,18.7,2025-05-21
3587,2025-05-01,202,4,101,6.3,Excelsa,Nariño,20,69.0,,2025-05-01
9356,2025-05-25,202,3,102,5.7,Robusta,Nariño,10,63.0,,2025-05-25
3317,2025-05-20,202,3,102,6.7,Desconocido,Caldas,9,60.0,28.5,2025-05-20
5186,2025-05-11,204,2,104,5.0,Robusta,Antioquia,8,94.0,18.8,2025-05-11
9828,2025-05-15,204,2,101,6.0,Liberica,Tolima,14,79.0,25.0,2025-05-15
8073,2025-05-07,204,4,101,6.2,Robusta,Caldas,9,86.0,29.5,2025-05-07
6235,2025-05-27,201,1,105,6.2,Liberica,Caldas,12,87.0,24.7,2025-05-27
9744,2025-05-03,202,1,104,5.5,Desconocido,Caldas,13,90.0,26.8,2025-05-03
9671,2025-05-04,201,3,103,,Robusta,Antioquia,7,92.0,20.6,2025-05-04
5769,2025-05-26,201,4,104,6.9,Liberica,Huila,19,68.0,29.5,2025-05-26
10973,2025-05-09,204,2,103,5.3,Robusta,Antioquia,18,72.0,23.9,2025-05-09
8145,2025-05-27,204,1,105,5.6,Desconocido,Tolima,7,61.0,21.1,2025-05-27
3914,2025-05-07,204,2,101,6.3,Robusta,Caldas,11,72.0,26.0,2025-05-07
10872,2025-05-24,201,4,101,5.0,Arábica,Nariño,14,84.0,21.1,2025-05-24
10894,2025-05-03,203,4,105,,Robusta,Huila,10,69.0,21.5,2025-05-03
3076,2025-05-06,203,2,101,5.1,Robusta,Nariño,15,79.0,25.5,2025-05-06
5303,2025-05-21,202,3,102,5.1,Excelsa,Nariño,6,87.0,,2025-05-21
6823,2025-05-08,204,1,103,5.5,Arábica,Antioquia,20,80.0,21.1,2025-05-08
3150,2025-05-22,201,3,104,6.2,Excelsa,Tolima,15,95.0,,2025-05-22
1145,2025-05-10,203,2,105,5.4,Liberica,Caldas,7,75.0,25.8,2025-05-10
5964,2025-05-26,202,4,104,5.9,Arábica,Huila,9,89.0,22.5,2025-05-26
9160,2025-05-03,201,4,105,5.4,Robusta,Antioquia,16,60.0,28.6,2025-05-03
10031,2025-05-09,201,1,104,6.9,Arábica,Tolima,10,79.0,22.7,2025-05-09
5776,2025-05-12,201,4,105,5.5,Liberica,Caldas,9,70.0,20.4,2025-05-12
9934,2025-05-29,203,1,105,6.6,Arábica,Caldas,6,70.0,27.9,2025-05-29
8750,2025-05-08,201,2,104,5.8,Robusta,Caldas,19,71.0,20.0,2025-05-08
10829,2025-05-12,203,4,103,5.9,Robusta,Tolima,18,91.0,26.0,2025-05-12
10215,2025-05-13,204,4,104,6.2,Arábica,Nariño,19,,26.5,2025-05-13
7061,2025-05-08,204,4,103,5.2,Arábica,Caldas,9,61.0,19.7,2025-05-08
10476,2025-05-23,202,3,101,6.3,Excelsa,Huila,10,68.0,,2025-05-23
7410,2025-05-05,202,3,101,5.8,Robusta,Huila,6,61.0,18.4,2025-05-05
4318,2025-05-20,201,1,101,5.8,Arábica,Huila,5,86.0,19.2,2025-05-20
8465,2025-05-25,201,3,105,,Liberica,Huila,18,81.0,25.5,2025-05-25
4062,2025-05-19,204,2,105,5.0,Robusta,Caldas,19,91.0,18.4,2025-05-19
2356,2025-05-06,203,1,101,6.6,Arábica,Nariño,8,66.0,22.9,2025-05-06
5515,2025-05-10,201,4,101,6.0,Arábica,Huila,15,75.0,24.8,2025-05-10
6506,2025-05-07,204,1,101,6.3,Liberica,Huila,5,81.0,29.8,2025-05-07
6251,2025-05-16,201,4,105,6.1,Liberica,Tolima,11,91.0,20.7,2025-05-16
5512,2025-05-27,203,4,103,5.1,Liberica,Huila,20,95.0,24.8,2025-05-27
2731,2025-05-12,203,3,105,6.0,Liberica,Antioquia,5,91.0,29.8,2025-05-12
2759,2025-05-30,204,3,103,6.7,Excelsa,Nariño,11,69.0,21.7,2025-05-30
7651,2025-05-10,204,4,105,,Excelsa,Antioquia,11,72.0,20.1,2025-05-10
7647,2025-05-10,203,3,104,6.1,Liberica,Tolima,11,88.0,24.0,2025-05-10
10861,2025-05-13,203,2,105,6.5,Liberica,Nariño,7,95.0,18.3,2025-05-13
